objid,ra,dec,u,g,r,i,z,specobjid,class,redshift,color
1.23765E+18,174.1644883,-0.956707465,19.57255,18.59834,18.47911,18.45792,18.60459,3.1753E+17,STAR,0.001135097,yellow
1.23765E+18,239.3606352,-0.916689727,19.23879,17.49932,16.53521,16.09223,15.76121,3.86219E+17,GALAXY,0.03969949,red
1.23765E+18,239.40207,-0.975878752,18.67422,17.42511,16.89116,16.67803,16.57392,3.86217E+17,STAR,-0.000143192,yellow
1.23765E+18,243.567524,-0.880445873,18.83577,17.25845,16.54556,16.13434,15.83491,3.88441E+17,GALAXY,0.07050942,red
1.23765E+18,243.7088761,-0.915652961,17.61482,15.69639,14.77024,14.31876,13.95353,3.89641E+17,GALAXY,0.0307668,red
1.23765E+18,244.5126642,-0.934182657,19.14963,18.00378,17.4657,17.1376,16.90036,3.89618E+17,GALAXY,0.04402394,red
1.23765E+18,244.8139448,-0.937774714,18.7809,19.0767,19.45117,19.74457,20.02123,3.89589E+17,STAR,0.000609734,yellow
1.23765E+18,245.3593715,-0.905392886,19.38219,18.20107,17.8056,17.4992,17.41172,4.09908E+17,GALAXY,0.06565089,red
1.23765E+18,245.4176593,-0.855605136,19.2266,17.27751,16.39126,15.95711,15.61498,4.09905E+17,GALAXY,0.04565,red
1.23765E+18,245.4760412,-0.85992427,19.41398,17.29078,16.33702,15.87626,15.48284,4.09909E+17,GALAXY,0.04462435,red
1.23765E+18,245.5388243,-0.872555232,19.19971,17.22391,16.29199,15.85335,15.48367,3.89565E+17,GALAXY,0.04954444,red
1.23765E+18,205.0729646,-0.682611701,18.94325,17.02095,16.06735,15.63387,15.28098,3.36702E+17,GALAXY,0.08937013,red
1.23765E+18,205.6135979,-0.65715286,18.88838,17.88406,17.42734,17.12453,16.98339,3.36686E+17,GALAXY,0.08640119,red
1.23765E+18,205.6955733,-0.694928963,19.3652,18.1399,17.65534,17.4715,17.37664,3.36675E+17,STAR,6.53E-05,yellow
1.23765E+18,205.6503963,-0.628361675,19.46207,17.81834,17.01301,16.617,16.31902,3.36672E+17,GALAXY,0.07104074,red
1.23765E+18,205.7420141,-0.765420756,18.34066,16.5023,15.64826,15.26125,14.95627,3.3666E+17,GALAXY,0.07053274,red
1.23765E+18,205.760907,-0.742003104,18.86362,17.87739,17.46657,17.17367,17.04404,3.36659E+17,GALAXY,0.06982873,red
1.23765E+18,205.8072795,-0.786819198,17.7933,16.90408,16.6164,16.30378,16.30438,3.36661E+17,GALAXY,0.08875664,red
1.23765E+18,205.9169873,-0.833501027,19.14158,17.99588,17.53081,17.2301,17.13721,3.3666E+17,GALAXY,0.1066131,red
1.23765E+18,206.0447121,-0.761242085,19.17263,18.06068,17.6305,17.33272,17.2204,3.3666E+17,GALAXY,0.08685333,red
1.23765E+18,206.1416484,-0.678727673,18.57808,17.38363,17.39016,17.42856,17.48906,3.3785E+17,STAR,0.000784398,yellow
1.23765E+18,206.3704304,-0.79829575,19.15242,17.42991,16.57173,16.15933,15.85434,3.3665E+17,GALAXY,0.08845632,red
1.23765E+18,206.3741669,-0.781673248,18.28101,17.18856,16.70175,16.33173,16.14626,3.37852E+17,GALAXY,0.08813617,red
1.23765E+18,206.5245798,-0.698895662,19.18844,18.75792,18.86976,19.02108,19.25434,3.3665E+17,STAR,5.59E-05,yellow
1.23765E+18,206.5766774,-0.801586179,19.14205,17.96772,17.45321,17.09447,16.88161,3.36648E+17,GALAXY,0.088566,red
1.23765E+18,206.6330657,-0.724304266,18.92986,17.92031,17.41597,17.12756,17.03521,3.36645E+17,GALAXY,0.1484416,red
1.23765E+18,206.7980856,-0.770183129,18.6924,17.7664,17.48753,17.38595,17.35225,4.55204E+18,STAR,0.000224824,yellow
1.23765E+18,206.8064741,-0.671287487,18.3738,16.84218,16.10014,15.71413,15.41793,3.3784E+17,GALAXY,0.04749686,red
1.23765E+18,207.1038115,-0.816326578,19.03027,17.92062,17.54537,17.40652,17.39518,3.37829E+17,STAR,-1.12E-05,yellow
1.23765E+18,207.0943716,-0.766966437,17.92943,16.42391,15.79249,15.47063,15.23182,3.3783E+17,GALAXY,0.02614107,red
1.23765E+18,207.1466367,-0.672593158,17.619,16.61343,16.47639,16.42638,16.43867,3.37826E+17,STAR,0.000308748,yellow
1.23765E+18,207.1816447,-0.72594899,16.85941,15.83554,15.77641,15.7712,15.82794,3.37829E+17,STAR,0.000129414,yellow
1.23765E+18,207.2248563,-0.782370622,16.88578,15.99562,15.6586,15.51201,15.47617,4.55203E+18,STAR,2.77E-06,yellow
1.23765E+18,207.2581291,-0.83005592,15.85837,14.6398,14.627,14.65232,14.71224,3.37806E+17,STAR,0.000106044,yellow
1.23765E+18,207.3929659,-0.684141388,18.11682,17.77947,17.87333,17.7141,17.67043,3.37808E+17,QSO,0.5148025,none
1.23765E+18,207.4450935,-0.741950842,19.47647,17.61476,16.68962,16.23929,15.87438,3.37808E+17,GALAXY,0.07854678,red
1.23765E+18,207.4502062,-0.728052903,18.14094,16.32733,15.41508,14.97462,14.65088,4.54873E+18,GALAXY,0.07823353,red
1.23765E+18,207.456735,-0.726104512,19.19459,18.31113,18.09644,17.83205,17.75919,3.37803E+17,GALAXY,0.05310636,red
1.23765E+18,207.4893691,-0.803272151,19.53265,18.15082,17.43013,17.02216,16.7586,3.37805E+17,GALAXY,0.0927506,red
1.23765E+18,207.7048473,-0.81179491,19.31942,17.36549,16.37918,15.92805,15.55104,3.37792E+17,GALAXY,0.09100784,red
1.23765E+18,207.8799425,-0.745471512,17.15698,16.04984,15.6602,15.51096,15.47703,3.37786E+17,STAR,-4.7E-05,yellow
1.23765E+18,208.2329375,-0.696097698,19.47384,18.02314,17.21636,16.78238,16.43555,3.37775E+17,GALAXY,0.1155662,red
1.23765E+18,208.6412171,-0.776612716,17.14729,15.85645,15.21062,14.84574,14.52751,4.54994E+18,GALAXY,0.02707425,red
1.23765E+18,208.6944506,-0.674094359,18.77788,17.11622,16.37415,15.98126,15.68712,3.3898E+17,GALAXY,0.03762654,red
1.23765E+18,208.6981259,-0.760115862,19.13621,17.95535,17.33129,16.9772,16.74717,3.38974E+17,GALAXY,0.1425752,red
1.23765E+18,208.737877,-0.660098784,18.90994,17.66969,16.9995,16.62222,16.35383,3.38971E+17,GALAXY,0.08791664,red
1.23765E+18,208.9381501,-0.757246504,15.62121,14.60897,14.43487,14.40072,14.45437,3.38966E+17,STAR,0.00010314,yellow
1.23765E+18,209.0907019,-0.656281418,19.23039,18.06944,17.59436,17.23812,17.09449,3.38959E+17,GALAXY,0.07908808,red
1.23765E+18,209.2886379,-0.644143632,18.81291,17.77027,17.30868,16.95996,16.8011,3.38948E+17,GALAXY,0.07006504,red
1.23765E+18,209.2936401,-0.832521517,19.0146,17.33462,16.45423,16.02605,15.67589,3.3893E+17,GALAXY,0.08909858,red
1.23765E+18,209.4291533,-0.76259171,17.80781,16.93552,16.67188,16.47706,16.3433,3.38933E+17,GALAXY,0.02961222,red
1.23765E+18,209.4867038,-0.666855747,18.23204,16.45568,15.63056,15.19764,14.8788,3.38944E+17,GALAXY,0.06956718,red
1.23765E+18,209.6880596,-0.724960989,18.49833,17.49403,17.33157,17.28345,17.28941,3.38923E+17,STAR,0.000322833,yellow
1.23765E+18,209.6752277,-0.658012832,18.92958,16.90914,15.78403,15.31554,14.93797,3.38945E+17,GALAXY,0.131564,red
1.23765E+18,209.8488453,-0.831517588,19.07301,18.11891,17.76631,17.65374,17.60394,4.54536E+18,STAR,-0.000162314,yellow
1.23765E+18,209.9513169,-0.766163443,19.15065,17.36285,16.52798,16.15387,15.80557,3.38922E+17,GALAXY,0.10632,red
1.23765E+18,185.3793616,0.086911559,18.13147,17.3532,16.93616,16.56829,16.44423,3.24409E+17,GALAXY,0.1072231,red
1.23765E+18,185.2675684,0.084620838,18.54219,17.49083,17.07087,16.71762,16.57594,3.24398E+17,GALAXY,0.1070803,red
1.23765E+18,185.2807974,0.047531708,19.53852,19.139,18.55866,18.17328,17.99881,3.24409E+17,QSO,0.1572411,none
1.23765E+18,185.4481335,0.015136137,17.89052,16.98527,16.73305,16.63174,16.61334,2.88017E+18,STAR,7.54E-05,yellow
1.23765E+18,185.4852185,0.163399564,18.71479,16.97454,16.38521,16.12513,15.90649,3.24424E+17,GALAXY,0.106216,red
1.23765E+18,185.5285092,0.082486629,18.95637,17.97179,17.80977,17.76273,17.78803,2.88018E+18,STAR,0.000359946,yellow
1.23765E+18,185.5577817,0.032905127,18.25347,17.34355,17.12577,17.02307,16.96043,2.88018E+18,STAR,0.000522862,yellow
1.23765E+18,185.7174995,0.091660892,16.41278,14.86871,14.31287,14.10415,13.98788,2.88018E+18,STAR,-0.000120691,yellow
1.23765E+18,185.7665342,0.028554011,18.97832,18.10239,17.81904,17.71502,17.695,2.88018E+18,STAR,0.000433085,yellow
1.23765E+18,185.7703275,0.198644075,18.70031,17.83492,17.57053,17.45308,17.40799,2.88018E+18,STAR,-6.92E-05,yellow
1.23765E+18,185.8555339,0.133289829,19.59163,17.81984,16.84598,16.44592,16.10031,3.2443E+17,GALAXY,0.1062806,red
1.23765E+18,185.9015378,0.145036439,16.0238,15.09469,14.80986,14.6965,14.6701,2.88018E+18,STAR,0.000477176,yellow
1.23765E+18,185.9800838,0.039155301,15.1353,13.94085,13.94638,14.00164,14.03319,2.88018E+18,STAR,0.000413841,yellow
1.23765E+18,186.0117034,0.044316373,16.37136,14.76484,14.22739,14.07195,13.9889,2.88018E+18,STAR,-7.29E-05,yellow
1.23765E+18,186.0765226,0.056070732,17.72557,16.5077,16.11247,15.97783,15.92708,2.88019E+18,STAR,4.18E-05,yellow
1.23765E+18,186.1011642,0.119306272,17.70918,16.77318,16.49644,16.38192,16.34623,2.88019E+18,STAR,0.000645126,yellow
1.23765E+18,186.1111769,0.008868983,17.79889,16.90706,16.53008,16.38745,16.30119,2.88019E+18,STAR,0.000777288,yellow
1.23765E+18,186.0158913,0.154528346,19.42352,18.08814,17.5851,17.41209,17.34603,2.88019E+18,STAR,0.000105949,yellow
1.23765E+18,186.0264298,0.117306796,19.49485,17.74386,16.93079,16.61019,16.40522,2.88019E+18,STAR,0.000220751,yellow
1.23765E+18,186.0338356,0.113212743,19.10102,17.89368,17.17626,16.78514,16.47559,3.25494E+17,GALAXY,0.1560981,red
1.23765E+18,186.0395803,0.164585909,19.08999,17.87979,17.30001,16.91738,16.72677,3.24432E+17,GALAXY,0.07909836,red
1.23765E+18,186.1138317,0.152882187,16.32657,14.79158,14.1052,13.75229,13.46165,3.24433E+17,GALAXY,0.02549985,red
1.23765E+18,186.1347569,0.052198991,19.58891,18.64184,18.49889,18.46553,18.45593,2.89136E+18,STAR,-0.000120104,yellow
1.23765E+18,186.1469047,0.129426424,19.20085,18.08511,17.69779,17.42061,17.29814,3.24431E+17,GALAXY,0.04204269,red
1.23765E+18,186.2121934,0.009597379,18.91914,18.02611,17.80632,17.71907,17.72131,2.88019E+18,STAR,0.000557983,yellow
1.23765E+18,186.2498484,0.130219088,17.6936,16.32069,15.80393,15.6132,15.53206,2.88018E+18,STAR,0.000325267,yellow
1.23765E+18,186.2572072,0.14850123,18.35066,17.41139,17.18135,17.08709,17.08965,2.88019E+18,STAR,-3.05E-05,yellow
1.23765E+18,186.2859601,0.0619333,18.0996,17.1742,16.83233,16.70185,16.66806,3.25505E+17,STAR,0.000185148,yellow
1.23765E+18,186.3574026,0.063831679,16.38773,14.9501,14.43486,14.2691,14.19747,2.88019E+18,STAR,-4.3E-05,yellow
1.23765E+18,186.3602569,0.082352935,18.9836,17.52731,16.99701,16.7796,16.66278,2.88019E+18,STAR,8.97E-05,yellow
1.23765E+18,186.4232854,0.099919905,16.91041,15.45433,14.85858,14.64869,14.53447,2.88019E+18,STAR,8.83E-05,yellow
1.23765E+18,186.57943,0.054573323,17.09046,15.47887,14.81628,14.52759,14.37151,2.88019E+18,STAR,3.88E-05,yellow
1.23765E+18,186.5990118,0.141232724,18.92344,17.86703,17.40125,17.19161,17.12352,2.8802E+18,STAR,0.000351364,yellow
1.23765E+18,186.6066405,0.20615305,18.54043,17.63641,17.35255,17.25576,17.17422,2.8802E+18,STAR,8.27E-05,yellow
1.23765E+18,186.4978786,0.065823842,19.03382,18.15575,17.95118,17.86144,17.88585,2.89146E+18,STAR,0.000480309,yellow
1.23765E+18,186.6787473,0.151634688,18.71259,16.32915,15.08869,14.58182,14.27226,2.8802E+18,STAR,-5.95E-06,yellow
1.23765E+18,186.7453887,0.103838626,18.57371,17.7188,17.39374,17.28585,17.26827,2.8802E+18,STAR,0.000180701,yellow
1.23765E+18,186.7485617,0.173245776,17.40626,15.87684,15.26237,15.03957,14.92599,2.8802E+18,STAR,-8.99E-05,yellow
1.23765E+18,186.7047151,0.185916794,19.53823,17.69941,16.98525,16.67076,16.4375,2.8802E+18,STAR,0.000759523,yellow
1.23765E+18,186.8003236,0.059674849,18.04444,16.12702,15.44266,15.23283,15.12825,2.88021E+18,STAR,4.77E-05,yellow
1.23765E+18,186.8132968,0.031704699,18.55765,16.35182,15.45455,15.0802,14.85069,2.8802E+18,STAR,8.09E-05,yellow
1.23765E+18,186.8826033,0.140064967,16.80133,15.34514,14.81955,14.64411,14.58058,2.88021E+18,STAR,-7.73E-05,yellow
1.23765E+18,186.9081124,0.145877191,17.43725,15.98773,15.43505,15.24584,15.17689,2.88021E+18,STAR,-6.67E-05,yellow
1.23765E+18,186.8641983,0.048890673,18.78979,17.4279,16.68736,16.28967,15.9906,3.25522E+17,GALAXY,0.1129216,red
1.23765E+18,161.2733832,-0.480484617,17.09137,15.98284,15.62553,15.50242,15.46309,2.71236E+18,STAR,3.34E-05,yellow
1.23765E+18,161.2911065,-0.580470302,18.86026,17.2778,16.66154,16.42111,16.29518,2.68984E+18,STAR,0.000289836,yellow
1.23765E+18,161.3114825,-0.611121142,18.91458,17.97609,17.69784,17.55495,17.49273,2.88125E+18,STAR,0.000308735,yellow
1.23765E+18,161.3272007,-0.562638536,17.00254,15.35527,14.73952,14.50755,14.40796,2.88124E+18,STAR,1.47E-05,yellow
1.23765E+18,161.397725,-0.62154885,17.17881,15.56593,14.90381,14.66557,14.54323,2.88125E+18,STAR,4.9E-05,yellow
1.23765E+18,161.4052563,-0.486109289,18.60262,17.07502,16.49357,16.32896,16.27352,2.68984E+18,STAR,4.41E-05,yellow
1.23765E+18,161.2784639,-0.463088739,19.05238,17.92345,17.28963,16.89301,16.65988,3.09684E+17,GALAXY,0.1602088,red
1.23765E+18,161.3850943,-0.491358226,19.39531,17.49907,16.76746,16.5326,16.40905,2.68984E+18,STAR,5.94E-05,yellow
1.23765E+18,161.395036,-0.425750026,18.5481,17.3771,16.71891,16.30875,16.06784,3.09673E+17,GALAXY,0.08583559,red
1.23765E+18,161.4243997,-0.431367287,18.90212,17.83956,17.45825,17.33062,17.29042,2.68984E+18,STAR,-3.29E-06,yellow
1.23765E+18,161.4802825,-0.489372713,16.50787,15.3139,14.8865,14.74076,14.70757,2.71235E+18,STAR,-4.45E-05,yellow
1.23765E+18,161.543731,-0.52396033,17.28613,16.36086,16.02538,15.89519,15.8609,2.88123E+18,STAR,7.93E-05,yellow
1.23765E+18,161.4226664,-0.519243206,18.99146,17.07726,16.12667,15.69658,15.36008,3.09674E+17,GALAXY,0.08484705,red
1.23765E+18,161.4291092,-0.593212362,19.00578,17.89613,17.37406,17.02465,16.81729,3.09682E+17,GALAXY,0.08506283,red
1.23765E+18,161.5808653,-0.541816567,17.96859,16.45618,15.87957,15.70021,15.63861,2.88123E+18,STAR,-6.33E-05,yellow
1.23765E+18,161.7050514,-0.458871115,18.14537,16.98603,16.57416,16.4543,16.40801,2.68983E+18,STAR,0.000220861,yellow
1.23765E+18,161.5826318,-0.528305814,19.03796,17.35102,16.56406,16.19586,15.90696,3.09674E+17,GALAXY,0.03836075,red
1.23765E+18,161.5988002,-0.550141164,19.55911,17.67387,16.70643,16.32966,16.03905,3.09661E+17,GALAXY,0.07696021,red
1.23765E+18,161.7257035,-0.62828994,19.151,17.45303,16.78522,16.56231,16.45795,2.88124E+18,STAR,5.11E-05,yellow
1.23765E+18,161.7358885,-0.528817419,18.76022,17.71995,17.28579,17.09315,17.00772,2.68983E+18,STAR,0.000160757,yellow
1.23765E+18,161.7465183,-0.455315161,16.73108,15.34196,14.81329,14.63843,14.56427,2.88122E+18,STAR,2.93E-05,yellow
1.23765E+18,161.7748594,-0.530884415,19.18309,18.28044,17.97188,17.91156,17.87715,4.31673E+18,STAR,0.00021777,yellow
1.23765E+18,161.7767287,-0.603295291,17.8964,16.12725,15.40752,15.12172,14.97763,2.88122E+18,STAR,0.000417742,yellow
1.23765E+18,161.7918721,-0.465260439,18.81566,17.4146,16.8651,16.67896,16.57537,2.68983E+18,STAR,5.1E-06,yellow
1.23765E+18,161.8170027,-0.559084404,18.5321,17.63211,17.32061,17.21326,17.18259,2.68983E+18,STAR,0.000431994,yellow
1.23765E+18,161.9235309,-0.446979654,19.52808,18.67979,18.39561,18.2954,18.216,2.71234E+18,STAR,0.000371594,yellow
1.23765E+18,161.9547497,-0.483262053,17.05778,16.01044,15.69783,15.58869,15.56961,2.88122E+18,STAR,8.16E-06,yellow
1.23765E+18,161.9884128,-0.455832573,15.8452,14.78328,14.48869,14.40722,14.3887,2.88122E+18,STAR,-7.6E-05,yellow
1.23765E+18,161.9479009,-0.571582908,19.24702,17.71808,17.13476,16.9424,16.85483,2.88122E+18,STAR,-7.98E-05,yellow
1.23765E+18,162.0148637,-0.516032181,19.33036,17.50834,16.78476,16.53942,16.40915,2.88122E+18,STAR,0.000115074,yellow
1.23765E+18,162.0176696,-0.57640739,18.77364,17.53109,16.97743,16.6258,16.41043,3.0965E+17,GALAXY,0.07662232,red
1.23765E+18,162.0223666,-0.497567627,16.59492,15.13649,14.59052,14.40143,14.34641,2.88122E+18,STAR,3.53E-05,yellow
1.23765E+18,162.0738924,-0.425342059,16.37205,15.43852,15.10226,14.96795,14.92506,2.88123E+18,STAR,0.000423333,yellow
1.23765E+18,162.0756395,-0.582039698,16.44267,15.35777,15.23907,15.23717,15.31003,2.88122E+18,STAR,-0.000151586,yellow
1.23765E+18,162.1164869,-0.605247906,19.23675,18.29424,18.00808,17.91335,17.88959,2.71233E+18,STAR,0.000689084,yellow
1.23765E+18,162.1289827,-0.61062082,18.37125,16.36699,15.60569,15.36293,15.25285,2.88122E+18,STAR,-3.1E-05,yellow
1.23765E+18,162.0583379,-0.466288167,19.4854,18.1999,17.6562,17.40889,17.29086,2.88122E+18,STAR,0.000578048,yellow
1.23765E+18,162.0873708,-0.590559104,19.23702,18.37381,18.06147,17.93892,17.9211,2.71233E+18,STAR,0.000937404,yellow
1.23765E+18,162.1670398,-0.525241435,18.65073,17.0002,16.17196,15.69725,15.35611,3.09661E+17,GALAXY,0.08180232,red
1.23765E+18,162.1734378,-0.466463383,19.28355,17.29447,16.52981,16.23584,16.07176,2.68982E+18,STAR,2.92E-05,yellow
1.23765E+18,162.195429,-0.541062258,19.07102,18.0139,17.51009,17.31524,17.23491,2.88122E+18,STAR,0.000755086,yellow
1.23765E+18,162.2144182,-0.479057972,18.27637,16.53353,15.7278,15.34265,15.04055,3.09651E+17,GALAXY,0.06747919,red
1.23765E+18,162.2694814,-0.528871015,18.92278,17.43406,16.85969,16.65171,16.52776,2.88122E+18,STAR,0.000465222,yellow
1.23765E+18,162.3015076,-0.51094568,19.49018,18.69087,18.40932,17.98627,17.87467,3.09655E+17,GALAXY,0.08137379,red
1.23765E+18,162.3357217,-0.562916471,16.77757,15.79099,15.65251,15.61812,15.64404,2.68981E+18,STAR,0.000652362,yellow
1.23765E+18,162.3820105,-0.433749396,17.5054,15.80306,15.14073,14.883,14.74835,2.88122E+18,STAR,8.63E-05,yellow
1.23765E+18,162.4486986,-0.594963917,16.73909,15.50358,15.00279,14.8113,14.7381,2.88121E+18,STAR,0.0009889,yellow
1.23765E+18,162.4549608,-0.573184032,19.1247,17.39795,16.75752,16.51347,16.3906,2.68982E+18,STAR,0.000246799,yellow
1.23765E+18,162.3536023,-0.429879442,17.46768,15.51855,14.64059,14.21238,13.86848,3.09642E+17,GALAXY,0.0385065,red
1.23765E+18,162.3581306,-0.56013578,19.14289,17.58933,17.22007,16.97656,16.92214,3.09623E+17,GALAXY,0.05014241,red
1.23765E+18,152.3548242,-0.129743707,19.49632,17.59388,16.67482,16.25166,15.95042,3.04056E+17,GALAXY,0.09504843,red
1.23765E+18,152.289487,-0.063071315,19.45274,17.62178,16.68552,16.27155,15.9206,3.04112E+17,GALAXY,0.09546287,red
1.23765E+18,152.381682,-0.040947164,18.45212,16.89779,16.04317,15.65277,15.35365,3.04114E+17,GALAXY,0.09588677,red
1.23765E+18,152.3880113,-0.009528702,19.30342,17.38579,16.42225,15.99919,15.64936,3.04109E+17,GALAXY,0.09656405,red
1.23765E+18,152.4089187,-0.1597434,19.27068,18.5268,18.12876,17.75474,17.72392,3.04055E+17,GALAXY,0.1375496,red
1.23765E+18,152.4326086,-0.052129,18.951,17.08533,16.11569,15.69776,15.33339,3.04125E+17,GALAXY,0.09537001,red
1.23765E+18,152.5672169,-0.074787263,17.89386,16.11245,15.34051,15.00042,14.70411,3.04123E+17,GALAXY,0.09642068,red
1.23765E+18,152.4630107,-0.121920001,18.70498,17.23423,16.5517,16.18321,15.91227,3.04048E+17,GALAXY,0.06256203,red
1.23765E+18,152.505931,-0.197912627,18.99524,17.87855,17.19045,16.82093,16.56422,3.04046E+17,GALAXY,0.1512586,red
1.23765E+18,152.5289809,-0.057700135,18.59652,17.28157,16.71329,16.36005,16.12741,3.04121E+17,GALAXY,0.05838413,red
1.23765E+18,152.7169946,-0.134280382,17.95627,16.46152,15.72164,15.30538,15.0177,3.0404E+17,GALAXY,0.06864782,red
1.23765E+18,152.6749475,-0.127761598,19.04204,17.87724,17.45017,17.21807,17.22886,3.04041E+17,GALAXY,0.05841528,red
1.23765E+18,153.0783934,-0.060261656,17.35868,16.26491,15.91327,15.79312,15.79815,3.04127E+17,STAR,-8.45E-05,yellow
1.23765E+18,153.3642745,-0.029097508,17.88942,16.55713,16.10999,15.9643,15.89903,3.04135E+17,STAR,-0.000145414,yellow
1.23765E+18,153.4742924,-0.154835469,18.73601,16.59921,15.56108,15.12695,14.77491,3.04015E+17,GALAXY,0.098474,red
1.23765E+18,153.3982997,-0.175484773,19.52077,17.50807,16.52395,16.08269,15.73608,3.04158E+17,GALAXY,0.0,red
1.23765E+18,153.4494386,-0.174722052,19.33492,17.25626,16.32616,15.91549,15.54986,3.04026E+17,GALAXY,0.08873131,red
1.23765E+18,153.4961219,-0.081581072,18.18003,16.07295,15.08006,14.62374,14.25727,3.05217E+17,GALAXY,0.09037467,red
1.23765E+18,153.4992653,-0.090523242,19.12968,17.53014,16.70312,16.30732,16.00915,3.04011E+17,GALAXY,0.09169753,red
1.23765E+18,153.5174567,-0.060347679,18.86843,17.42523,16.59959,16.16429,15.83184,3.05214E+17,GALAXY,0.09730428,red
1.23765E+18,153.5243856,-0.127143014,18.68823,17.60337,17.32386,17.12174,17.00394,3.04014E+17,GALAXY,0.0463312,red
1.23765E+18,153.5322459,-0.051038707,19.52407,18.15866,17.44809,17.07915,16.8003,3.04145E+17,GALAXY,0.09289638,red
1.23765E+18,153.6778371,-0.159828151,19.3824,18.43046,18.16253,18.06108,18.0092,4.31346E+18,STAR,3.09E-05,yellow
1.23765E+18,153.6494362,-0.15526035,19.28799,17.44256,16.54024,16.12604,15.78613,3.04004E+17,GALAXY,0.09554408,red
1.23765E+18,153.8345141,-0.129786642,17.90158,16.98052,16.75042,16.65792,16.64194,4.31345E+18,STAR,0.000116237,yellow
1.23765E+18,153.8572373,-0.070510582,19.34353,18.01985,17.20665,16.78012,16.49426,3.05206E+17,GALAXY,0.1442524,red
1.23765E+18,154.0026584,-0.112700988,19.09596,17.07662,16.16983,15.72136,15.34942,3.05192E+17,GALAXY,0.05991426,red
1.23765E+18,154.1217706,-0.026990451,19.44706,18.06446,17.47818,17.14834,16.89766,3.05228E+17,GALAXY,0.1043095,red
1.23765E+18,154.2444222,-0.119017277,19.10702,19.07256,18.79198,18.64582,18.07549,3.05182E+17,QSO,0.3372652,none
1.23765E+18,154.3596352,-0.164217093,19.03104,18.46669,18.11303,18.04101,17.43849,3.05172E+17,QSO,0.3449105,none
1.23765E+18,154.2790993,-0.175661495,18.58894,17.37458,16.94893,16.7297,16.77008,3.05183E+17,GALAXY,0.03401261,red
1.23765E+18,154.386659,-0.073125064,19.40503,17.48724,16.53689,16.08374,15.7189,3.05173E+17,GALAXY,0.0655472,red
1.23765E+18,154.3883821,-0.02924697,19.50942,17.5641,16.60739,16.10064,15.76186,3.05174E+17,QSO,0.06103761,none
1.23765E+18,154.4271495,-0.193461068,19.10797,17.57482,16.77922,16.37828,16.08525,3.05166E+17,GALAXY,0.09604297,red
1.23765E+18,154.4527175,-0.030763014,18.6479,16.66485,15.59894,15.12062,14.85318,3.05165E+17,GALAXY,0.06358586,red
1.23765E+18,154.5355886,-0.084208298,19.23177,17.46849,16.54995,16.02666,15.61895,3.06328E+17,GALAXY,0.0610805,red
1.23765E+18,154.5490428,-0.149462427,19.56517,17.64734,16.72979,16.29004,15.9327,3.05168E+17,GALAXY,0.06397337,red
1.23765E+18,154.618369,-0.070620227,19.35042,17.61593,16.72431,16.21484,15.82124,3.0633E+17,GALAXY,0.06570753,red
1.23765E+18,154.6518352,-0.178075478,18.74892,16.90716,15.95795,15.48473,15.08246,3.06328E+17,GALAXY,0.06359103,red
1.23765E+18,154.7493615,-0.18252079,19.19234,17.33534,16.35525,15.85395,15.51435,3.05162E+17,GALAXY,0.09228784,red
1.23765E+18,154.7959231,-0.153860577,19.09539,18.11292,17.78169,17.65197,17.57892,4.31341E+18,STAR,0.00048925,yellow
1.23765E+18,154.8561628,-0.02990685,18.79426,18.34404,18.25214,18.3229,18.19995,3.0633E+17,QSO,0.8181214,none
1.23765E+18,154.8642837,-0.034539174,18.37732,16.88301,16.28039,15.94014,15.78495,3.05152E+17,GALAXY,0.04713511,red
1.23765E+18,154.9829995,-0.201431597,19.10244,17.63602,16.90735,16.52213,16.25722,3.05151E+17,GALAXY,0.06346736,red
1.23765E+18,155.0158663,-0.113941462,19.18205,17.14069,16.10541,15.68298,15.29503,3.0514E+17,GALAXY,0.1253822,red
1.23765E+18,155.2481467,-0.176081021,18.43279,16.6275,15.71816,15.25928,14.88557,3.05141E+17,GALAXY,0.05594477,red
1.23765E+18,162.6701244,-0.87441191,19.07583,17.58162,16.95899,16.70053,16.53613,2.88119E+18,STAR,0.001075843,yellow
1.23765E+18,162.6764338,-0.976079059,18.15939,16.46312,15.80274,15.57366,15.45408,2.88119E+18,STAR,3.33E-05,yellow
1.23765E+18,162.6854879,-0.880851558,18.72703,17.26665,16.67284,16.44205,16.30302,2.88119E+18,STAR,0.000481111,yellow
1.23765E+18,162.6896786,-0.966709448,18.70255,17.28837,16.6527,16.40006,16.24515,2.88119E+18,STAR,0.000377808,yellow
1.23765E+18,162.7141895,-1.005200603,17.00017,15.58659,15.04507,14.8149,14.70066,2.88118E+18,STAR,0.000494897,yellow
1.23765E+18,162.7158864,-0.903381134,17.97968,16.57929,15.81588,15.38484,15.00796,3.10819E+17,GALAXY,0.03808302,red
1.23765E+18,162.7664195,-0.86051431,17.67043,16.20217,15.636,15.44809,15.32646,2.68978E+18,STAR,0.000152524,yellow
1.23765E+18,162.6520562,-0.923054037,19.47097,17.4802,16.58447,16.17016,15.81771,3.10829E+17,GALAXY,0.06308059,red
1.23765E+18,162.7014703,-0.954627801,19.48088,17.9746,17.34453,17.11736,16.98896,2.68979E+18,STAR,7.34E-05,yellow
